date,stablecoin_circulating_usd,stablecoin_change_7d_pct,all_chain_tvl_usd,all_chain_tvl_change_7d_pct,source
2021-02-25,50562420978,7.9465584,42741037454,-1.13593067,defillama_public_aggregate_lag1
2021-02-26,50336048106,6.03366946,41913436033,-6.38290318,defillama_public_aggregate_lag1
2021-02-27,51066701418,3.98558851,40448798498,-13.39917491,defillama_public_aggregate_lag1
2021-02-28,50754678543,2.39681901,40295278455,-16.22632138,defillama_public_aggregate_lag1
2021-03-01,52105582169,5.14486766,40342035655,-15.39571693,defillama_public_aggregate_lag1
2021-03-02,52516852234,5.03715779,43117807061,-1.12318324,defillama_public_aggregate_lag1
2021-03-03,54029072554,8.05933657,43859662635,9.18764403,defillama_public_aggregate_lag1
2021-03-04,53444825224,5.7006848,45205954174,5.76709614,defillama_public_aggregate_lag1
2021-03-05,53892609327,7.06563458,44738938984,6.74128208,defillama_public_aggregate_lag1
2021-03-06,54054094234,5.84998195,44309314611,9.54420466,defillama_public_aggregate_lag1
2021-03-07,54357759822,7.0990131,44599182640,10.68091437,defillama_public_aggregate_lag1
2021-03-08,54355635147,4.31825705,44256051910,9.70207921,defillama_public_aggregate_lag1
2021-03-09,54101141780,3.01672602,45660607197,5.89733177,defillama_public_aggregate_lag1
2021-03-10,55427420786,2.58814036,47542288537,8.39638447,defillama_public_aggregate_lag1
2021-03-11,55698583027,4.2169804,47293904604,4.61875093,defillama_public_aggregate_lag1
2021-03-12,56023489973,3.95393853,47850588395,6.95512563,defillama_public_aggregate_lag1
2021-03-13,56422136775,4.38087544,49768664773,12.32099889,defillama_public_aggregate_lag1
2021-03-14,56458947299,3.86547842,52142877961,16.91442505,defillama_public_aggregate_lag1
2021-03-15,57499218523,5.78336242,51921454844,17.32057561,defillama_public_aggregate_lag1
2021-03-16,58209242175,7.59337097,50167427288,9.87025878,defillama_public_aggregate_lag1
2021-03-17,58347051686,5.26748468,50926999704,7.11936945,defillama_public_aggregate_lag1
2021-03-18,58668266552,5.3317039,51998110196,9.94674817,defillama_public_aggregate_lag1
2021-03-19,58962195777,5.24548864,52235141670,9.16300807,defillama_public_aggregate_lag1
2021-03-20,59207118625,4.93597373,53632192161,7.76297175,defillama_public_aggregate_lag1
2021-03-21,60280760071,6.76918886,54479155631,4.48053073,defillama_public_aggregate_lag1
2021-03-22,60481721213,5.1870317,52878919351,1.84406333,defillama_public_aggregate_lag1
2021-03-23,60713414482,4.3020184,52113128909,3.87841619,defillama_public_aggregate_lag1
2021-03-24,60538066683,3.75514261,51290017853,0.71282061,defillama_public_aggregate_lag1
2021-03-25,60604268208,3.29991283,49982335420,-3.87663084,defillama_public_aggregate_lag1
2021-03-26,60788650682,3.09767111,49361732395,-5.50091219,defillama_public_aggregate_lag1
2021-03-27,62237804352,5.11878605,51897581351,-3.23427169,defillama_public_aggregate_lag1
2021-03-28,62382334411,3.48631029,52592688754,-3.46273149,defillama_public_aggregate_lag1
2021-03-29,62853307642,3.92116226,53239588669,0.68206636,defillama_public_aggregate_lag1
2021-03-30,62475929792,2.90300805,56027462085,7.51122271,defillama_public_aggregate_lag1
2021-03-31,62756614847,3.66471591,58567030106,14.18796982,defillama_public_aggregate_lag1
2021-04-01,63839005507,5.3374744,58995211330,18.03212242,defillama_public_aggregate_lag1
2021-04-02,63976734696,5.24453821,62043643380,25.69178667,defillama_public_aggregate_lag1
2021-04-03,66361769333,6.6261415,63919943266,23.16555339,defillama_public_aggregate_lag1
2021-04-04,66701988845,6.92448347,69660119238,32.45209722,defillama_public_aggregate_lag1
2021-04-05,67160922257,6.85344141,70551620332,32.51721528,defillama_public_aggregate_lag1
2021-04-06,68255596889,9.25103014,74181877659,32.40270913,defillama_public_aggregate_lag1
2021-04-07,68301609274,8.83571308,74587270838,27.35368466,defillama_public_aggregate_lag1
2021-04-08,68730624080,7.66242916,70090584433,18.80724359,defillama_public_aggregate_lag1
2021-04-09,69324515525,8.35894619,72989158380,17.64163805,defillama_public_aggregate_lag1
2021-04-10,69590908069,4.86596239,75195540947,17.64018725,defillama_public_aggregate_lag1
2021-04-11,69839769482,4.70417853,76764204478,10.19820999,defillama_public_aggregate_lag1
2021-04-12,70820724092,5.44930253,76953515244,9.07405795,defillama_public_aggregate_lag1
2021-04-13,70668087878,3.53449548,78319468650,5.57763044,defillama_public_aggregate_lag1
2021-04-14,73247005131,7.24052612,81796956625,9.66610751,defillama_public_aggregate_lag1
2021-04-15,73646108667,7.15181137,86449763668,23.34005254,defillama_public_aggregate_lag1
2021-04-16,74259179696,7.11820939,88377717696,21.08334944,defillama_public_aggregate_lag1
2021-04-17,76389791626,9.7697871,88308933223,17.43905571,defillama_public_aggregate_lag1
2021-04-18,76976630064,10.21890627,88015871459,14.6574397,defillama_public_aggregate_lag1
2021-04-19,80001982827,12.96408481,81152494023,5.45651328,defillama_public_aggregate_lag1
2021-04-20,80222515351,13.52014433,82435800031,5.25582138,defillama_public_aggregate_lag1
2021-04-21,81117622475,10.74530942,83897816620,2.56838406,defillama_public_aggregate_lag1
2021-04-22,81467114707,10.6197139,84485524198,-2.27211665,defillama_public_aggregate_lag1
2021-04-23,81838661523,10.20679444,86331406567,-2.31541522,defillama_public_aggregate_lag1
2021-04-24,81969558368,7.3043356,85000974551,-3.74589359,defillama_public_aggregate_lag1
2021-04-25,81910379244,6.40941176,83610726646,-5.0049437,defillama_public_aggregate_lag1
2021-04-26,82661750821,3.32462759,87512890195,7.83758558,defillama_public_aggregate_lag1
2021-04-27,83025228288,3.49367372,95367751034,15.68729969,defillama_public_aggregate_lag1
2021-04-28,83081012479,2.42042351,98568562281,17.48644512,defillama_public_aggregate_lag1
2021-04-29,83896411610,2.98193561,100939831883,19.47588991,defillama_public_aggregate_lag1
2021-04-30,83557084261,2.09976887,99702057713,15.48758636,defillama_public_aggregate_lag1
2021-05-01,84911176660,3.58867164,101632695394,19.56650607,defillama_public_aggregate_lag1
2021-05-02,85388401447,4.24613124,105500694309,26.18081261,defillama_public_aggregate_lag1
2021-05-03,86631372130,4.80224683,106932709513,22.19081015,defillama_public_aggregate_lag1
2021-05-04,86753985494,4.49111346,111893843032,17.32880541,defillama_public_aggregate_lag1
2021-05-05,89046190495,7.17995344,112930237393,14.57023901,defillama_public_aggregate_lag1
2021-05-06,89599264423,6.79749313,114989166586,13.91852398,defillama_public_aggregate_lag1
2021-05-07,90157181884,7.89890849,117758329294,18.11022961,defillama_public_aggregate_lag1
2021-05-08,90325387449,6.37632288,117388597016,15.50278831,defillama_public_aggregate_lag1
2021-05-09,90643431396,6.15426669,120716940331,14.42288709,defillama_public_aggregate_lag1
2021-05-10,91978780612,6.17260047,121977005444,14.06893737,defillama_public_aggregate_lag1
2021-05-11,93602042339,7.893651,122137709377,9.15498661,defillama_public_aggregate_lag1
2021-05-12,94481568010,6.10399781,122163089054,8.17571261,defillama_public_aggregate_lag1
2021-05-13,94525992235,5.49862529,120503557115,4.79557396,defillama_public_aggregate_lag1
2021-05-14,94057749920,4.32640856,115028834349,-2.31787846,defillama_public_aggregate_lag1
2021-05-15,94695973939,4.83871325,118816957697,1.21677975,defillama_public_aggregate_lag1
2021-05-16,94711525005,4.4880181,115420298183,-4.3876544,defillama_public_aggregate_lag1
2021-05-17,95201516932,3.50378239,113252564759,-7.152529,defillama_public_aggregate_lag1
2021-05-18,96805673841,3.42260855,109422661667,-10.41041933,defillama_public_aggregate_lag1
2021-05-19,96359554909,1.98767541,100925292755,-17.38478984,defillama_public_aggregate_lag1
2021-05-20,95190806599,0.70331382,86720076497,-28.03525591,defillama_public_aggregate_lag1
2021-05-21,97007684922,3.1363019,85598890174,-25.58484083,defillama_public_aggregate_lag1
2021-05-22,99100270831,4.65098642,82060040890,-30.93574985,defillama_public_aggregate_lag1
2021-05-23,99805569542,5.37848434,74583299944,-35.3811235,defillama_public_aggregate_lag1
2021-05-24,100951864953,6.04018529,71772919052,-36.62578927,defillama_public_aggregate_lag1
2021-05-25,101575300669,4.92701165,79438364769,-27.40227339,defillama_public_aggregate_lag1
2021-05-26,101860855193,5.70913833,82310309388,-18.44431942,defillama_public_aggregate_lag1
2021-05-27,102916476566,8.1159833,87105318047,0.44423571,defillama_public_aggregate_lag1
2021-05-28,104040708564,7.24996545,84833351679,-0.89433227,defillama_public_aggregate_lag1
2021-05-29,104784309319,5.73564375,79384814171,-3.26008456,defillama_public_aggregate_lag1
2021-05-30,104335023551,4.5382778,78174483180,4.81499644,defillama_public_aggregate_lag1
2021-05-31,102350266106,1.38521577,82617486834,15.10955375,defillama_public_aggregate_lag1
2021-06-01,105707446119,4.06806125,85880596669,8.10972371,defillama_public_aggregate_lag1
2021-06-02,106345950326,4.40315873,87542305655,6.35642887,defillama_public_aggregate_lag1
2021-06-03,106332473404,3.31919334,91684666397,5.25725461,defillama_public_aggregate_lag1
2021-06-04,106967813792,2.813423,92793899839,9.38374826,defillama_public_aggregate_lag1
2021-06-05,107179699301,2.28601973,89918130105,13.26867871,defillama_public_aggregate_lag1
2021-06-06,107489513559,3.02342387,90562863512,15.84708952,defillama_public_aggregate_lag1
2021-06-07,107957707483,5.47867787,91178684092,10.36245181,defillama_public_aggregate_lag1
2021-06-08,107416963070,1.61721526,90461695837,5.33426565,defillama_public_aggregate_lag1
2021-06-09,108121522882,1.66961934,88795457803,1.43148177,defillama_public_aggregate_lag1
2021-06-10,108422839999,1.9658779,90347834946,-1.45807527,defillama_public_aggregate_lag1
2021-06-11,108050872917,1.01250936,88552348232,-4.57093798,defillama_public_aggregate_lag1
2021-06-12,107848326042,0.62383711,86473420242,-3.83094028,defillama_public_aggregate_lag1
2021-06-13,108151032611,0.61542659,87267831564,-3.63839196,defillama_public_aggregate_lag1
2021-06-14,108259833778,0.27985616,91577959440,0.43790427,defillama_public_aggregate_lag1
2021-06-15,108346066674,0.86495054,94255050236,4.19332665,defillama_public_aggregate_lag1
2021-06-16,108489463314,0.34030267,92361218216,4.01570137,defillama_public_aggregate_lag1
2021-06-17,107812615186,-0.56281943,89154913460,-1.32036533,defillama_public_aggregate_lag1
2021-06-18,108128283541,0.07164276,87234998662,-1.48765063,defillama_public_aggregate_lag1
2021-06-19,108300043137,0.41884479,85506804998,-1.11781775,defillama_public_aggregate_lag1
2021-06-20,108613564826,0.42767249,84729012781,-2.90922639,defillama_public_aggregate_lag1
2021-06-21,108934049122,0.62277515,79799189806,-12.86201364,defillama_public_aggregate_lag1
2021-06-22,108735600177,0.35952713,73606961003,-21.90661315,defillama_public_aggregate_lag1
2021-06-23,109513511902,0.94391525,73473800249,-20.44951153,defillama_public_aggregate_lag1
2021-06-24,109690229073,1.74155305,76110577597,-14.63109026,defillama_public_aggregate_lag1
2021-06-25,109839758153,1.58281863,76254932946,-12.58676665,defillama_public_aggregate_lag1
2021-06-26,109981883594,1.55294533,73960279323,-13.50363363,defillama_public_aggregate_lag1
2021-06-27,110333596798,1.58362537,74755192771,-11.77143423,defillama_public_aggregate_lag1
2021-06-28,110493923380,1.4319437,76788845536,-3.77239954,defillama_public_aggregate_lag1
2021-06-29,110005223288,1.16762413,79174433347,7.56378509,defillama_public_aggregate_lag1
2021-06-30,109620926186,0.09808313,81399332279,10.78688186,defillama_public_aggregate_lag1
2021-07-01,110117369949,0.38940649,81136991618,6.60409391,defillama_public_aggregate_lag1
2021-07-02,110328987665,0.44540294,80943073203,6.14798293,defillama_public_aggregate_lag1
2021-07-03,111052164600,0.973143,81068862638,9.61135272,defillama_public_aggregate_lag1
2021-07-04,111039173339,0.63949383,83806150207,12.10746317,defillama_public_aggregate_lag1
2021-07-05,110519660446,0.02329274,85050593764,10.75904732,defillama_public_aggregate_lag1
2021-07-06,111191183702,1.07809464,85471058404,7.95285143,defillama_public_aggregate_lag1
2021-07-07,111547956542,1.75790374,88791401718,9.08124088,defillama_public_aggregate_lag1
2021-07-08,111403859088,1.16828902,88373041458,8.91831173,defillama_public_aggregate_lag1
2021-07-09,111894898754,1.41931067,86111257818,6.38496218,defillama_public_aggregate_lag1
2021-07-10,111876191965,0.74201828,85910553070,5.97231819,defillama_public_aggregate_lag1
2021-07-11,111987671768,0.85420163,86798072882,3.57005144,defillama_public_aggregate_lag1
2021-07-12,111785033408,1.14493019,86471678305,1.67086963,defillama_public_aggregate_lag1
2021-07-13,112124869750,0.8397123,84463181856,-1.17920214,defillama_public_aggregate_lag1
2021-07-14,111915645613,0.32962421,83161577034,-6.3405066,defillama_public_aggregate_lag1
2021-07-15,111874878412,0.42280342,82117487276,-7.07857745,defillama_public_aggregate_lag1
2021-07-16,112647189273,0.67231887,80571451852,-6.4333121,defillama_public_aggregate_lag1
2021-07-17,111854212971,-0.01964582,79991351733,-6.88995836,defillama_public_aggregate_lag1
2021-07-18,112318599424,0.29550365,81025278424,-6.65083252,defillama_public_aggregate_lag1
2021-07-19,112698274707,0.81696205,79913439827,-7.58426181,defillama_public_aggregate_lag1
2021-07-20,112449698155,0.28970237,77600660719,-8.12486694,defillama_public_aggregate_lag1
2021-07-21,112547114480,0.56423645,77834384196,-6.40583431,defillama_public_aggregate_lag1
2021-07-22,113015426044,1.01948502,81821285794,-0.36070451,defillama_public_aggregate_lag1
2021-07-23,112904681262,0.2285827,82667502770,2.60148088,defillama_public_aggregate_lag1
2021-07-24,113222444248,1.22322731,84739874343,5.936295,defillama_public_aggregate_lag1
2021-07-25,113453703630,1.01061108,86313398945,6.52650707,defillama_public_aggregate_lag1
2021-07-26,113951105151,1.11166781,87808186154,9.87912214,defillama_public_aggregate_lag1
2021-07-27,113677857718,1.09218574,89658726037,15.53861166,defillama_public_aggregate_lag1
2021-07-28,114263356795,1.5249101,91067693784,17.00188127,defillama_public_aggregate_lag1
2021-07-29,113864411550,0.75121206,91509534449,11.84074359,defillama_public_aggregate_lag1
2021-07-30,114086188070,1.04646397,92905147249,12.3841221,defillama_public_aggregate_lag1
2021-07-31,114664254169,1.27343119,94429365713,11.43439431,defillama_public_aggregate_lag1
2021-08-01,114087518678,0.55865523,95492976872,10.63517141,defillama_public_aggregate_lag1
2021-08-02,114041827687,0.07961532,95027720656,8.22193786,defillama_public_aggregate_lag1
2021-08-03,114206765922,0.46526933,94514292511,5.41560949,defillama_public_aggregate_lag1
2021-08-04,114569446648,0.26788103,94997371940,4.31511768,defillama_public_aggregate_lag1
2021-08-05,112672180971,-1.04706164,98314617759,7.43647463,defillama_public_aggregate_lag1
2021-08-06,113221422090,-0.75799358,100620248526,8.30427754,defillama_public_aggregate_lag1
2021-08-07,113618576750,-0.91194717,103207687221,9.29617756,defillama_public_aggregate_lag1
2021-08-08,114881527345,0.69596453,105877562721,10.87471162,defillama_public_aggregate_lag1
2021-08-09,114928147283,0.77718817,104908565218,10.39785496,defillama_public_aggregate_lag1
2021-08-10,115005621682,0.69948199,107500238144,13.73966338,defillama_public_aggregate_lag1
2021-08-11,114538705870,-0.02683157,107300812588,12.95134844,defillama_public_aggregate_lag1
2021-08-12,114605586658,1.71595657,107846181487,9.69496088,defillama_public_aggregate_lag1
2021-08-13,114793537848,1.38853207,108380325130,7.71224154,defillama_public_aggregate_lag1
2021-08-14,114607821685,0.87067182,112587759615,9.08854044,defillama_public_aggregate_lag1
2021-08-15,115632961456,0.65409481,112827508591,6.56413473,defillama_public_aggregate_lag1
2021-08-16,115792598962,0.75216707,113239636445,7.94126887,defillama_public_aggregate_lag1
2021-08-17,115650786821,0.56098574,110684359404,2.9619667,defillama_public_aggregate_lag1
2021-08-18,115585763625,0.9141519,109357508320,1.9167569,defillama_public_aggregate_lag1
2021-08-19,115799908806,1.04211512,110937347744,2.86627326,defillama_public_aggregate_lag1
2021-08-20,116422107244,1.41869432,114583814826,5.72381536,defillama_public_aggregate_lag1
2021-08-21,116537394180,1.68363072,117222579476,4.11662855,defillama_public_aggregate_lag1
2021-08-22,116545856390,0.78947639,116658336557,3.39529607,defillama_public_aggregate_lag1
2021-08-23,118127799293,2.01670949,118332710515,4.49760722,defillama_public_aggregate_lag1
2021-08-24,115740949966,0.07796155,118141333433,6.73715245,defillama_public_aggregate_lag1
2021-08-25,117742605523,1.86600999,116525809969,6.55492408,defillama_public_aggregate_lag1
2021-08-26,117628481785,1.57907981,116004457276,4.56754162,defillama_public_aggregate_lag1
2021-08-27,117576424380,0.99149308,115729192460,0.9995981,defillama_public_aggregate_lag1
2021-08-28,118035339948,1.28537778,119091198603,1.59407781,defillama_public_aggregate_lag1
2021-08-29,118096327305,1.33035267,118629078268,1.6893278,defillama_public_aggregate_lag1
2021-08-30,118131543242,0.00316941,117824549290,-0.42943428,defillama_public_aggregate_lag1
2021-08-31,118044808424,1.99053011,118092112664,-0.04166262,defillama_public_aggregate_lag1
2021-09-01,118462298510,0.61124262,122996061327,5.55263367,defillama_public_aggregate_lag1
2021-09-02,118561229842,0.79296106,129524100354,11.6544169,defillama_public_aggregate_lag1
2021-09-03,119630285058,1.74683036,130171350458,12.47926966,defillama_public_aggregate_lag1
2021-09-04,119786178879,1.48331757,132367097153,11.14767397,defillama_public_aggregate_lag1
2021-09-05,119863005188,1.49596344,133253823109,12.32812819,defillama_public_aggregate_lag1
2021-09-06,120999045509,2.42738069,135153188773,14.70715533,defillama_public_aggregate_lag1
2021-09-07,123078023288,4.26381722,129695827907,9.82598667,defillama_public_aggregate_lag1
2021-09-08,123611941629,4.34707344,122754992273,-0.19599738,defillama_public_aggregate_lag1
2021-09-09,124015253020,4.60017426,123958021883,-4.29733035,defillama_public_aggregate_lag1
2021-09-10,124346819079,3.94259198,123750329889,-4.93274484,defillama_public_aggregate_lag1
2021-09-11,123492343794,3.09398375,121104534384,-8.50858182,defillama_public_aggregate_lag1
2021-09-12,124004448107,3.45514691,124390708683,-6.65130217,defillama_public_aggregate_lag1
2021-09-13,124564131458,2.94637527,125850786276,-6.88285832,defillama_public_aggregate_lag1
2021-09-14,123983966147,0.73607199,124551308847,-3.96660335,defillama_public_aggregate_lag1
2021-09-15,124282410800,0.54239838,129514481707,5.50648842,defillama_public_aggregate_lag1
2021-09-16,124187104932,0.13857321,131765440134,6.29843727,defillama_public_aggregate_lag1
2021-09-17,124440305071,0.07518165,130202942998,5.21421892,defillama_public_aggregate_lag1
2021-09-18,124932503717,1.16619369,129319423464,6.78330429,defillama_public_aggregate_lag1
2021-09-19,124849410109,0.68139653,129540307067,4.13985774,defillama_public_aggregate_lag1
2021-09-20,125090267495,0.42238165,122152852336,-2.9383479,defillama_public_aggregate_lag1
2021-09-21,124133615603,0.12070065,112883192373,-9.36812032,defillama_public_aggregate_lag1
2021-09-22,123914115583,-0.29633736,115426717205,-10.87736623,defillama_public_aggregate_lag1
2021-09-23,125141977906,0.76889865,121654169073,-7.67368974,defillama_public_aggregate_lag1
2021-09-24,125792201787,1.08638171,121391354572,-6.76758007,defillama_public_aggregate_lag1
2021-09-25,126522461588,1.27265349,118938627043,-8.02725232,defillama_public_aggregate_lag1
2021-09-26,127197461002,1.88070644,119221088475,-7.96602913,defillama_public_aggregate_lag1
2021-09-27,127671458775,2.06346291,120142546959,-1.64572938,defillama_public_aggregate_lag1
2021-09-28,126299908074,1.7451296,116845100463,3.50974136,defillama_public_aggregate_lag1
2021-09-29,126308864603,1.93258775,115332417039,-0.081697,defillama_public_aggregate_lag1
2021-09-30,127365031050,1.77642481,117920767099,-3.0688648,defillama_public_aggregate_lag1
2021-10-01,127126472526,1.06069432,122840240151,1.19356571,defillama_public_aggregate_lag1
2021-10-02,127213858690,0.54646194,127844856776,7.48808857,defillama_public_aggregate_lag1
2021-10-03,127295300467,0.07691935,129970018522,9.01596369,defillama_public_aggregate_lag1
2021-10-04,127673601281,0.00167814,130388962620,8.52854873,defillama_public_aggregate_lag1
2021-10-05,127636018533,1.05788712,131380953221,12.4402758,defillama_public_aggregate_lag1
2021-10-06,127875440099,1.2402736,132998574450,15.31759922,defillama_public_aggregate_lag1
2021-10-07,128307640967,0.74008534,134347417713,13.93024403,defillama_public_aggregate_lag1
2021-10-08,128500383443,1.08074337,136731549626,11.30843562,defillama_public_aggregate_lag1
2021-10-09,128712011414,1.17766471,137426672339,7.49487762,defillama_public_aggregate_lag1
2021-10-10,128950939683,1.3006287,138359501178,6.45493688,defillama_public_aggregate_lag1
2021-10-11,129000466654,1.03926368,135451945126,3.88298396,defillama_public_aggregate_lag1
2021-10-12,129619444823,1.55397067,137612989929,4.74348568,defillama_public_aggregate_lag1
2021-10-13,129150916259,0.99743638,138674751566,4.26784809,defillama_public_aggregate_lag1
2021-10-14,129280694684,0.7583755,142028106295,5.71703477,defillama_public_aggregate_lag1
2021-10-15,129545417019,0.81325327,144894637874,5.97015705,defillama_public_aggregate_lag1
2021-10-16,129760473173,0.81457958,147392085801,7.25144056,defillama_public_aggregate_lag1
2021-10-17,129767918195,0.63355763,147651984390,6.71618728,defillama_public_aggregate_lag1
2021-10-18,129644690225,0.49939631,148036623054,9.29088018,defillama_public_aggregate_lag1
2021-10-19,129449962362,-0.13075389,145967701193,6.0711647,defillama_public_aggregate_lag1
2021-10-20,129392550662,0.18709461,149243785217,7.6214549,defillama_public_aggregate_lag1
2021-10-21,129879533369,0.46320813,156622946347,10.27602242,defillama_public_aggregate_lag1
2021-10-22,129571555181,0.02017683,154212608739,6.43085969,defillama_public_aggregate_lag1
2021-10-23,130175649476,0.31995591,152569962444,3.51299503,defillama_public_aggregate_lag1
2021-10-24,130401523894,0.48826066,156691888018,6.12243964,defillama_public_aggregate_lag1
2021-10-25,130325720237,0.52530498,155674598845,5.15951771,defillama_public_aggregate_lag1
2021-10-26,130379038072,0.7177103,159621484836,9.35397594,defillama_public_aggregate_lag1
2021-10-27,129851989316,0.3550735,158214210305,6.01058535,defillama_public_aggregate_lag1
2021-10-28,130532974537,0.50311327,152409267884,-2.69033278,defillama_public_aggregate_lag1
2021-10-29,131020387743,1.11817178,159322798801,3.31373038,defillama_public_aggregate_lag1
2021-10-30,131490254956,1.0098705,156958490039,2.87640341,defillama_public_aggregate_lag1
2021-10-31,131867911789,1.12451745,154267236142,-1.54740102,defillama_public_aggregate_lag1
2021-11-01,131653666044,1.01894377,156675882909,0.64319039,defillama_public_aggregate_lag1
2021-11-02,133172305764,2.14242085,158673348529,-0.59399041,defillama_public_aggregate_lag1
2021-11-03,134291799367,3.41913133,164592036806,4.0311338,defillama_public_aggregate_lag1
2021-11-04,134220641041,2.82508425,167046106857,9.60364102,defillama_public_aggregate_lag1
2021-11-05,135559529763,3.46445473,167332808402,5.02753508,defillama_public_aggregate_lag1
2021-11-06,136992988877,4.18489866,166702058317,6.20773574,defillama_public_aggregate_lag1
2021-11-07,136832830695,3.76506979,169008429285,9.55562147,defillama_public_aggregate_lag1
2021-11-08,138124190100,4.91480735,173780394903,10.91713139,defillama_public_aggregate_lag1
2021-11-09,137053349049,2.91430209,177484430035,11.85522438,defillama_public_aggregate_lag1
2021-11-10,139553905414,3.91841205,176133292796,7.01203789,defillama_public_aggregate_lag1
2021-11-11,139719047373,4.09654304,171586173510,2.71785242,defillama_public_aggregate_lag1
